Source_File,ID,Task description,Task reference,CAT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"CHECK OF FLAPS TRANSMISSION SHAFTING INTEGRITY, INCLUDING INSPECTION OF SEAL WITNESS DRAINS.",AMM 27-54-00-210-002,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"ALTERNATE: CHECK OF SLATS TRANSMISSION SHAFTING INTEGRITY, INCLUDING INSPECTION OF SEAL WITNESS DRAINS",AMM 27-84-00-210-002,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ECAM WARINING: ELAC#2 PITCH FAULT ALTERNATE: ELAC FAULT,"TSM 27-00-00, 27-10-00",T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,MAINTENANCE STATUS: F/CTL,TSM 27-00-00 OR TSM 27-40-00 OR TSM 27-81-00 OR  TSM 27-90-00 OR  TSM 27-92-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ECAM WARNING: F/CTL AIL SERVO FAULT,TSM 27-10-00 OR TSM 27-90-00 OR TSM27-93-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ECAM WARNING: F/CTL FLAP SYS 1 FAULT,TSM 27-51-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ECAM WARNING: F/CTL SLAT SYS 1 FAULT,TSM 27-81-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,MAINTENANCE STATUS: SFCS,TSM 27-51-00 OR TSM 27-81-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FLCTL MAINTENANCE MESSAGE,MEL 27-00-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SFCC FLAP CHANNEL,MEL 27-51-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: SFCC SLAT CHANNEL.,MEL 27-81-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ELAC 1,MEL 27-93-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SEC 1,MEL 27-94-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: SEC 2,MEL 27-94-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RUBBER SEAL UNDER SLAT,CDL 27-07,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SEAL BETWEEN INBOARD AND OUTBOARD FLAP,CDL 27-08,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SLAT END SEAL AND WEATHER SEAL,CDL 27-10,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FLAP TRACK MOVEABLE FAIRING SEAL,CDL 27-14,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FLAP TRACK FIXED FAIRING SEAL,CDL 27-15,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF FUEL PUMP,AMM 28-21-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/ INSTALLATION OF APU FUEL PUMP,AMM 28-22-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF LP FUEL VALVE ACTUATOR,AMM 28-24-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/ INSTALLATION OF TRANSFER VALVE ACTUATOR,AMM 28-15-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF FUEL CONTROL VALVE ACTUATOR,AMM 28-26-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE DEFUEL SYSTEM,AMM 28-25-00-710-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OPERATIONAL TEST OF THE REFUEL SYSTEM,AMM 28-25-00-710-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF ENG 1 (2) LP FUEL VALVE,AMM 28-24-00-710-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL LEAK FROM AFT PYLON DRAIN PORTS,TSM 28-11-00-810- 814-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: LEFT WING TANK FUEL PUMP SYSTEM MALFUNCTION,TSM 28-21-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REFUEL VALVE FAILS TO CLOSE ON THE COMPLETION OF A REFUEL,TSM 28-25-00-810- 801-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUEL SPILLAGE FROM R/H WING NACA VENT,TSM 28-25-00-810- 816-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FAILURE MESSAGE: FUEL LEVEL SENSING L HI LEVEL SENSOR 17QJ1,TSM 28-46-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL USED INDICATION ON THE FUEL SD PAGE,MEL 28-07-06,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUEL QUANTITY PRESELECTOR,MEL 28-25-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUEL QUANTITY ON THE REFUEL/ DEFUEL CONTROL PANEL,MEL 28-25-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,LH WING TRANSFER VALVE,MEL 28-15-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: RH WING TRANSFER VALVE,MEL 28-15-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WING TANK PUMP,MEL 28-21-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CENTER TANK PUMP,MEL 28-21-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REFUEL VALVE,MEL 28-25-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TRANSFER DEFUEL VALVE,MEL 28-25-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,PUT THE RELATED HYDRAULIC SYSTEM IN THE DEPRESSURIZED CONFIGURATION BEFORE MAINTENANCE ACTION,AMM 29-00-00-864-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK OF THE INTERNAL LEAKAGE OF THE GREEN HYDRAULIC SYSTEM,AMM 29-00-00-280-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CHECK OF THE INTERNAL LEAKAGE OF THE BLUE HYDRAULIC SYSTEM,AMM 29-00-00-280-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CHECK OF THE INTERNAL LEAKAGE OF THE YELLOW HYDRAULIC SYSTEM,AMM 29-00-00-280-003-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CHECK OF THE INTERNAL LEAKAGE OF THE POWER TRANSFER UNIT (PTU),AMM 29-00-00-280-004-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK OF THE EXTERNAL LEAKS OF THE HYDRAULIC COMPONENTS,AMM 29-00-00-790-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DRAIN THE WATER SEPARATOR,AMM 29-14-00-680-001-A,SGH
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF THE GREEN-ENGINE PUMP,AMM 29-11-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF YELLOW-ENGINE PUMP,AMM 29-13-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE BLUE ELECTRIC PUMP,AMM 29-12-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF YELLOW ELECTRIC PUMP,AMM 29-24-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF THE PRESSURIZING SYSTEM OF THE HYDRAULIC RESERVOIRS,AMM 29-14-00-720-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL CHECK OF HYDRAULIC FIRE SHUT OFF VALVES,AMM 29-10-00-720-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"OPERATIONAL CHECK OF RAT MANUAL DEPLOYMENT AND FUNCTIONAL CHECK OF RAT USING GROUND TEST UNIT, FOLLOWED BY CHECK OF FILTER INDICATOR",AMM 29-22-00-720-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OPERATIONAL CHECK OF RAM AIR TURBINE AUTOMATIC DEPLOYMENT,AMM 29-22-00-710-006-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OPERATIONAL TEST OF THE MANUAL DEPLOYMENT AND THE RETRACTION OF THE RAM AIR TURBINE,AMM 29-22-00-710-007-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL/OPERATIONAL CHECK OF THE POWER TRANSFER UNIT,AMM 29-23-00 PB501,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF RESERVOIR LOW LEVEL WARNING,AMM 29-31-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF EDP DEPRESSURIZATION,AMM 29-10-00-710-004-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RESERVOIR QUANTITY INDICATION ON THE HYD SD PAGE,MEL 29-07-05,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: RAT INDICATION ON THE HYD SD PAGE,MEL 29-07-06,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: SYSTEM LABEL INDICATION ON THE HYD SD PAGE,MEL 29-07-07,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: SYSTEM PRESSURE INDICATION ON THE HYD SD PAGE,MEL 29-07-08,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE WING ICE-PROTECTION SYSTEM,AMM 30-11-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF THE ENGINE-AIR-INTAKE ICE-PROTECTION SYSTEM (WITH THE ENGINES IN OPERATION) (CFM 56 & PW1100),AMM 30-21-00-710-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OPERATIONAL TEST OF THE NAI VALVE (CFM56),AMM 30-21-00-710-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK OF THE OPERATION OF THE PROBE HEATING CHANNEL,AMM 30-31-00-040-001-A,D/R
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REPLACEMENT OF THE RAIN REPELLENT CAN,AMM 30-45-42-960-801-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF THE ENGINE AIR-INTAKE ANTI-ICE VALVE (CFM56),AMM 30-21-51-000-041-A AMM 30-21-51-400-042-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF THE UPPER ANTI-ICE VALVE (PW1100),AMM 30-21-51-000-802-A AMM 30-21-51-400-802-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/ INSTALLATION OF THE LOWER ANTI-ICE VALVE (PW1100),AMM 30-21-51-000-803-A AMM 30-21-51-400-803-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WING ANTI-ICE CONTROL-VALVE FAILED,TSM 30-11-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAILURE OF THE ENGINE AIR INTAKE ANTI-ICE VALVE,TSM 30-21-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WING ANTI-ICE CONTROL VALVE,MEL 30-11-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENGINE ANTI-ICE VALVE,MEL 30-21-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,PROBE HEAT COMPUTER (PHC),MEL 30-31-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: PITOT HEATER,MEL 30-31-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: WINDOW HEAT COMPUTER,MEL 30-42-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FIXED LATERAL WINDOW AND SLIDING WINDOW HEATING,MEL 30-42-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: WINDSHIELD HEATING,MEL 30-42-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RAIN REPELLENT SYSTEM,MEL 30-45-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF COMPUTER-FLIGHT WARNING,AMM 31-53-34-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: GROUND SCANNING OF THE CENTRAL WARNING SYSTEM,AMM 31-50-00-710-001,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE OPERATIONAL TEST OF THE FLIGHTT WARNING COMPUTER,AMM 31-50-00-710-002,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"UPDATE OF THE APU HOURS AND CYCLES IN THE FDIMU AFTER APU, ECB OR FDIMU REPLACEMENT",AMM 31-36-00-740-013-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: UPDATE OF THE ENGINE HOURS AND CYCLES IN THE FLIGHT DATA INTERFACE AND MANAGEMENT UNIT,AMM 31-36-00-740-014-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: PRINTOUT OF THE ENGINE/APU HOURS AND CYCLES STORED IN THE FLIGHT DATA INTERFACE AND MANAGEMENT UNIT,AMM 31-36-00-740-015-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,PROCEDURE TO SET THE CLOCK,AMM 31-21-00-750-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE EIS,AMM 31-60-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,GROUND SCANNING TEST OF THE DMC,AMM 31-60-00-740-007-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,16.,READ THE AVIONICS STATUS ON THE MCDU,AMM 31-32-00-740-009-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,16.,ALTERNATE: PROCEDURE FOR THE CLASS 3 FAULT READING,AMM 31-32-00-869-002-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ELECTRICAL CLOCK INDICATOR.,MEL 31-20-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,PRINTER,MEL 31-30-07,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TO CLOSE/ OPEN THE SPARE-SEAL ACTIVATING-VALVE,AMM 32-11-13-860-001/002-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DEACTIVATION /REACTIVATION OF THE BSCU CHANNEL/SYSTEM 1 OR 2,AMM 32-42-00-04,D/R
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF THE NORMAL BRAKING SYSTEM,AMM 32-42-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE NOSE WHEEL STEERING WITH THE HANDWHEEL,AMM 32-51-00-720-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TO SIMULATE GROUND CONFIGURATION WITH THE AIRCRAFT ON JACKS,AMM 32-00-00-869-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FLIGHT CONFIGURATION PRECAUTIONS,AMM 32-00-00-860-001-A/A01,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CONTROL AND INTERFACE UNIT-LANDING GEAR REMOVAL/ INSTALLATION,AMM 32-31-71-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: BITE CHECK OF LANDING-GEAR CONTROL INTERFACE-UNIT WITH USE OF MCDU TO ENSURE THAT CONTINUOUS BITE IS OPERATIVE,AMM 32-69-00-740-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK OF THE AFT NOSE-GEAR DOORS GAPS,AMM 32-22-00-220-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION OF THE NLG LEG DOOR ASSEMBLY AND THE SEALS OF THE NLG MAIN AND AFT,AMM 32-22-00-210-801,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BITE TEST OF THE BSCU,AMM 32-46-00-740-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF THE TACHOMETERS AND THE ANTI-SKID SYSTEM WITH THE NORMAL BRAKING SYSTEM ON,AMM 32-42-00-720-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL TEST OF THE TACHOMETERS WITH THE AIDS,AMM 32-42-00-720-003-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF AUTOMATICALLY REACTIVATION OF THE NORMAL BRAKING MODE WITH THE PARKING BRAKE APPLIED,AMM 32-42-00-720-004-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF BRAKE ACCUMULATOR SYSTEM,AMM 32-44-00-720-002-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF MLG TORQUE LINK DAMPER FLUID LEVEL,AMM 32-11-11-200-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS ECAM WARNING: L/G SYS DISAGREE,TSM 32-31-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS FAILURE MESSAGE: 24GA SENSOR,TSM 32-31-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS FAILURE MESSAGE: OTHER SENSORS,TSM 32-31-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS ECAM WARNING: LGCIU 1 FAULT,TSM 32-31-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS ECAM WARNING: BRAKES SYS 1 FAULT,TSM 32-42-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS ECAM WARNING: BRAKES-N/WS MINOR FAULT,TSM 32-43-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS CREW OBSERVATION: UNDEMANDED STEERING,TSM 32-51-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: TS ECAM WARNING: WHEEL N/W STRG FAULT ALTERNATE: N/W STEERING DEVIATION ALTERNATE: N/W STEERING NOISE DURING TAXI,TSM 32-31-00 OR  TSM 32-51-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BRAKES TEMPERATURE INDICATION ON THE WHEEL SD PAGE,MEL 32-07-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BRAKES-NWS MINOR FAULT ALERT,MEL 32-09-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,LANDING GEAR CONTROL AND INTERFACE UNIT,MEL 32-31-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,MAIN WHEEL BRAKE,MEL 32-42-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: GREEN SYSTEM BRAKE,MEL 32-42-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: AUTO/BRK FUNCTION,MEL 32-42-05,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: YELLOW SYSTEM BRAKE,MEL 32-44-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BRAKING/STEERING CONTROL UNIT (BSCU) SYSTEM 1,MEL 32-42-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: BRAKING/STEERING CONTROL UNIT (BSCU) SYSTEM 2.,MEL 32-42-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ACCU PRESS INDICATOR,MEL 32-44-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: BRAKES PRESSURE INDICATOR,MEL 32-44-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE BRAKING CONTROL UNIT (ABCU),MEL 32-44-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: PARKING BRAKE CONTROL VALVE ELECTRICAL MOTOR,MEL 32-45-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,BRAKE TEMPERATURE MONITORING UNIT (BTMU),MEL 32-47-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RUDDER PEDALS DISC PB,MEL 32-51-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,NWS ELECTRICAL DEACTIVATION BOX,MEL 32-51-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: PARKING BRAKE LIGHT ON THE NWS ELECTRICAL DEACTIVATION BOX,MEL 32-51-04,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE GENERAL ILLUMINATION,AMM 33-12-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE INSTRUMENT AND PANEL INTEGRAL-LIGHTING,AMM 33-13-00-710-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,COCKPIT GENERAL ILLUMINATION,MEL 33-10-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CABIN GENERAL ILLUMINATION,MEL 33-20-01,MEL
